sender,receiver,amount,timestamp,location,type,hour,location_encoded,type_encoded,anomaly,ml_flag
user_31,user_18,188014.29,2026-02-26 11:21:46.170248,Abuja,transfer,11,0,1,1,NORMAL
user_23,user_11,81587.85,2026-01-22 23:54:46.170248,Lagos,deposit,23,3,0,1,NORMAL
user_7,user_58,3633.38,2026-03-23 16:42:46.170248,Abuja,deposit,16,0,0,1,NORMAL
user_13,user_1,84443.12,2026-03-12 10:41:46.170248,Ibadan,transfer,10,1,1,1,NORMAL
user_39,user_38,104286.64,2026-01-18 04:56:46.170248,Kano,withdrawal,4,2,2,1,NORMAL
user_26,user_56,194257.93,2026-03-06 06:45:46.170248,Port Harcourt,deposit,6,4,0,1,NORMAL
user_36,user_7,31232.07,2026-03-10 06:46:46.170248,Abuja,deposit,6,0,0,1,NORMAL
user_35,user_10,920051.94,2026-02-22 02:29:46.170248,Port Harcourt,deposit,2,4,0,1,NORMAL
user_17,user_1,91719.33,2026-02-17 15:08:46.170248,Ibadan,deposit,15,1,0,1,NORMAL
user_4,user_28,199056.88,2026-02-07 19:40:46.170248,Lagos,deposit,19,3,0,1,NORMAL
user_23,user_67,136052.76,2026-03-03 18:49:46.170248,Abuja,withdrawal,18,0,2,1,NORMAL
user_24,user_19,48292.75,2026-02-05 07:15:46.175247,Kano,withdrawal,7,2,2,1,NORMAL
user_35,user_67,8462.94,2026-03-20 21:42:46.175247,Lagos,withdrawal,21,3,2,1,NORMAL
user_28,user_19,164435.77,2026-02-20 18:13:46.175247,Abuja,withdrawal,18,0,2,1,NORMAL
user_4,user_53,169298.58,2026-03-18 19:40:46.175247,Ibadan,deposit,19,1,0,1,NORMAL
user_40,user_3,122426.17,2026-01-22 06:23:46.175247,Lagos,transfer,6,3,1,1,NORMAL
user_34,user_19,143959.09,2026-02-08 07:12:46.175247,Ibadan,transfer,7,1,1,1,NORMAL
user_33,user_39,1733366.6,2026-02-02 00:51:46.175247,Port Harcourt,transfer,0,4,1,-1,ANOMALY
user_19,user_4,10894.39,2026-03-19 08:01:46.175247,Port Harcourt,transfer,8,4,1,1,NORMAL
user_24,user_13,197675.13,2026-02-15 16:09:46.175247,Kano,transfer,16,2,1,1,NORMAL
user_4,user_48,2587.82,2026-02-15 03:24:46.175247,Kano,withdrawal,3,2,2,1,NORMAL
user_32,user_10,1337848.04,2026-01-19 02:11:46.175247,Ibadan,withdrawal,2,1,2,-1,ANOMALY
user_8,user_63,179101.38,2026-01-23 10:13:46.175247,Lagos,withdrawal,10,3,2,1,NORMAL
user_12,user_70,171911.71,2026-02-04 05:46:46.175247,Abuja,withdrawal,5,0,2,1,NORMAL
user_19,user_18,77448.62,2026-02-01 20:39:46.175247,Ibadan,transfer,20,1,1,1,NORMAL
user_10,user_55,1509397.96,2026-02-28 22:32:46.175247,Abuja,transfer,22,0,1,-1,ANOMALY
user_22,user_11,155852.0,2026-02-15 07:18:46.175247,Port Harcourt,transfer,7,4,1,1,NORMAL
user_32,user_0,102206.84,2026-02-21 15:17:46.175247,Port Harcourt,transfer,15,4,1,1,NORMAL
user_48,user_25,117868.0,2026-03-14 11:00:46.175247,Port Harcourt,deposit,11,4,0,1,NORMAL
user_5,user_31,83490.8,2026-03-14 20:31:46.175247,Port Harcourt,deposit,20,4,0,1,NORMAL
user_34,user_43,159184.38,2026-03-04 01:57:46.175247,Ibadan,deposit,1,1,0,1,NORMAL
user_5,user_28,157259.48,2026-02-03 13:24:46.175247,Lagos,withdrawal,13,3,2,1,NORMAL
user_8,user_39,22482.34,2026-02-02 19:09:46.175247,Kano,transfer,19,2,1,1,NORMAL
user_47,user_8,29480.43,2026-03-08 19:00:46.175247,Lagos,withdrawal,19,3,2,1,NORMAL
user_10,user_9,46656.25,2026-03-07 22:38:46.175247,Kano,deposit,22,2,0,1,NORMAL
user_39,user_48,45856.9,2026-02-05 11:13:46.175247,Kano,withdrawal,11,2,2,1,NORMAL
user_27,user_18,54318.28,2026-02-19 09:59:46.175247,Ibadan,deposit,9,1,0,1,NORMAL
user_43,user_55,52716.79,2026-02-21 13:41:46.175247,Kano,transfer,13,2,1,1,NORMAL
user_43,user_36,65537.94,2026-02-22 22:04:46.175247,Lagos,withdrawal,22,3,2,1,NORMAL
user_46,user_47,197495.77,2026-03-09 04:56:46.175247,Lagos,deposit,4,3,0,1,NORMAL
user_26,user_56,162885.06,2026-03-02 02:15:46.175247,Kano,withdrawal,2,2,2,1,NORMAL
user_36,user_3,62810.51,2026-02-10 10:45:46.175247,Abuja,transfer,10,0,1,1,NORMAL
user_22,user_25,194363.33,2026-03-16 04:13:46.175247,Abuja,transfer,4,0,1,1,NORMAL
user_31,user_19,56067.85,2026-02-16 02:19:46.175247,Kano,withdrawal,2,2,2,1,NORMAL
user_20,user_66,1936787.27,2026-02-23 03:27:46.175247,Ibadan,transfer,3,1,1,-1,ANOMALY
user_47,user_36,770448.58,2026-02-26 05:54:46.175247,Ibadan,deposit,5,1,0,1,NORMAL
user_40,user_63,167410.73,2026-03-03 21:03:46.175247,Abuja,withdrawal,21,0,2,1,NORMAL
user_19,user_55,133826.16,2026-03-20 15:10:46.175247,Lagos,deposit,15,3,0,1,NORMAL
user_31,user_64,772107.85,2026-02-09 19:56:46.175247,Lagos,transfer,19,3,1,1,NORMAL
user_33,user_7,360669.75,2026-02-12 18:25:46.175247,Kano,transfer,18,2,1,1,NORMAL
user_39,user_20,1067042.89,2026-03-21 02:55:46.175247,Abuja,transfer,2,0,1,-1,ANOMALY
user_3,user_21,87290.85,2026-01-21 00:16:46.175247,Kano,withdrawal,0,2,2,1,NORMAL
user_9,user_44,198674.5,2026-02-14 15:54:46.175247,Port Harcourt,withdrawal,15,4,2,1,NORMAL
user_26,user_56,140925.52,2026-03-05 06:27:46.175247,Port Harcourt,deposit,6,4,0,1,NORMAL
user_16,user_35,69869.05,2026-03-05 06:58:46.175247,Lagos,deposit,6,3,0,1,NORMAL
user_13,user_38,122984.34,2026-02-21 09:54:46.175247,Lagos,withdrawal,9,3,2,1,NORMAL
user_45,user_44,79263.37,2026-02-19 07:21:46.175247,Ibadan,withdrawal,7,1,2,1,NORMAL
user_10,user_63,43052.1,2026-02-15 21:16:46.175247,Ibadan,deposit,21,1,0,1,NORMAL
user_18,user_9,115233.55,2026-03-15 23:51:46.175247,Kano,withdrawal,23,2,2,1,NORMAL
user_22,user_65,1708308.36,2026-02-04 23:15:46.175247,Lagos,transfer,23,3,1,-1,ANOMALY
user_29,user_44,135495.85,2026-01-31 16:07:46.175247,Kano,deposit,16,2,0,1,NORMAL
user_25,user_25,1001775.31,2026-01-16 20:53:46.175247,Lagos,deposit,20,3,0,1,NORMAL
user_20,user_66,65513.72,2026-01-29 06:15:46.175247,Abuja,transfer,6,0,1,1,NORMAL
user_42,user_3,109527.51,2026-02-01 10:47:46.175247,Kano,deposit,10,2,0,1,NORMAL
user_0,user_66,1965893.9,2026-03-03 17:09:46.175247,Ibadan,deposit,17,1,0,-1,ANOMALY
user_38,user_31,1711781.34,2026-03-06 12:30:46.175247,Port Harcourt,transfer,12,4,1,-1,ANOMALY
user_47,user_5,3563.81,2026-02-26 03:28:46.175247,Port Harcourt,deposit,3,4,0,1,NORMAL
user_39,user_23,4556.26,2026-03-15 21:36:46.175247,Lagos,transfer,21,3,1,1,NORMAL
user_13,user_36,166857.26,2026-02-09 01:48:46.175247,Abuja,withdrawal,1,0,2,1,NORMAL
user_43,user_17,172546.12,2026-02-21 00:24:46.180243,Kano,transfer,0,2,1,1,NORMAL
user_40,user_47,69542.74,2026-03-20 08:15:46.180243,Abuja,deposit,8,0,0,1,NORMAL
user_20,user_57,12156.81,2026-03-13 02:58:46.180243,Ibadan,transfer,2,1,1,1,NORMAL
user_22,user_6,125628.17,2026-03-04 00:34:46.180243,Abuja,withdrawal,0,0,2,1,NORMAL
user_8,user_66,158939.84,2026-02-22 14:28:46.180243,Ibadan,transfer,14,1,1,1,NORMAL
user_7,user_42,108988.6,2026-02-18 08:46:46.180243,Lagos,withdrawal,8,3,2,1,NORMAL
user_36,user_66,70171.58,2026-01-19 17:45:46.180243,Ibadan,deposit,17,1,0,1,NORMAL
user_27,user_3,716680.8,2026-02-03 02:40:46.180243,Kano,deposit,2,2,0,1,NORMAL
user_45,user_44,1841441.77,2026-02-22 01:34:46.180243,Port Harcourt,deposit,1,4,0,-1,ANOMALY
user_36,user_43,100172.23,2026-01-25 00:51:46.180243,Ibadan,transfer,0,1,1,1,NORMAL
user_0,user_42,88952.14,2026-02-17 05:50:46.180243,Ibadan,transfer,5,1,1,1,NORMAL
user_10,user_42,842339.25,2026-03-22 21:55:46.180243,Abuja,withdrawal,21,0,2,-1,ANOMALY
user_5,user_22,312339.56,2026-01-20 12:39:46.180243,Port Harcourt,withdrawal,12,4,2,1,NORMAL
user_28,user_50,195572.48,2026-02-04 00:37:46.180243,Lagos,withdrawal,0,3,2,1,NORMAL
user_2,user_60,184583.05,2026-03-07 11:27:46.180243,Kano,transfer,11,2,1,1,NORMAL
user_27,user_30,78981.58,2026-02-22 03:00:46.180243,Abuja,withdrawal,3,0,2,1,NORMAL
user_49,user_34,167709.66,2026-03-11 00:51:46.180243,Lagos,withdrawal,0,3,2,1,NORMAL
user_36,user_5,75951.14,2026-01-20 07:37:46.180243,Port Harcourt,transfer,7,4,1,1,NORMAL
user_10,user_53,49149.21,2026-02-16 02:55:46.180243,Abuja,transfer,2,0,1,1,NORMAL
user_8,user_24,153161.84,2026-01-19 19:59:46.180243,Port Harcourt,withdrawal,19,4,2,1,NORMAL
user_37,user_55,12579.02,2026-02-21 11:43:46.180243,Abuja,transfer,11,0,1,1,NORMAL
user_38,user_36,133628.78,2026-02-23 06:11:46.180243,Abuja,deposit,6,0,0,1,NORMAL
user_39,user_29,179986.39,2026-01-27 09:48:46.180243,Lagos,transfer,9,3,1,1,NORMAL
user_40,user_22,1839466.19,2026-03-18 15:45:46.180243,Ibadan,transfer,15,1,1,-1,ANOMALY
user_44,user_3,776107.31,2026-02-01 18:08:46.180243,Lagos,withdrawal,18,3,2,1,NORMAL
user_11,user_10,84494.17,2026-03-06 21:18:46.180243,Kano,withdrawal,21,2,2,1,NORMAL
user_37,user_5,17163.51,2026-02-22 05:07:46.180243,Kano,deposit,5,2,0,1,NORMAL
user_2,user_38,134017.04,2026-02-18 12:52:46.180243,Ibadan,withdrawal,12,1,2,1,NORMAL
user_0,user_13,49261.38,2026-01-23 02:25:46.180243,Abuja,withdrawal,2,0,2,1,NORMAL
user_22,user_21,76016.35,2026-02-11 19:18:46.180243,Lagos,transfer,19,3,1,1,NORMAL
user_0,user_65,131665.39,2026-02-25 04:40:46.180243,Ibadan,transfer,4,1,1,1,NORMAL
user_29,user_33,1762122.48,2026-02-06 20:13:46.180243,Ibadan,withdrawal,20,1,2,-1,ANOMALY
user_46,user_38,83561.28,2026-03-01 19:51:46.180243,Kano,withdrawal,19,2,2,1,NORMAL
user_8,user_40,93510.7,2026-03-21 05:01:46.180243,Ibadan,deposit,5,1,0,1,NORMAL
user_7,user_6,54642.69,2026-02-19 18:08:46.180243,Ibadan,withdrawal,18,1,2,1,NORMAL
user_14,user_9,65431.79,2026-03-02 09:23:46.180243,Kano,transfer,9,2,1,1,NORMAL
user_48,user_47,80674.77,2026-03-08 23:34:46.180243,Kano,withdrawal,23,2,2,1,NORMAL
user_24,user_66,140679.81,2026-01-30 20:08:46.183265,Kano,deposit,20,2,0,1,NORMAL
user_16,user_24,177788.37,2026-03-21 09:32:46.183354,Lagos,transfer,9,3,1,1,NORMAL
user_2,user_68,26962.83,2026-02-17 10:55:46.183354,Ibadan,deposit,10,1,0,1,NORMAL
user_20,user_38,193078.08,2026-02-04 04:56:46.183354,Kano,transfer,4,2,1,1,NORMAL
user_34,user_53,161635.22,2026-03-07 08:09:46.183354,Ibadan,withdrawal,8,1,2,1,NORMAL
user_20,user_22,89466.02,2026-01-21 01:42:46.183354,Kano,withdrawal,1,2,2,1,NORMAL
user_44,user_70,1772734.19,2026-02-21 02:51:46.185368,Kano,transfer,2,2,1,-1,ANOMALY
user_7,user_39,38990.52,2026-02-14 01:32:46.185426,Lagos,transfer,1,3,1,1,NORMAL
user_13,user_24,160016.5,2026-02-10 07:20:46.185426,Ibadan,transfer,7,1,1,1,NORMAL
user_19,user_20,135586.55,2026-02-02 16:01:46.185426,Ibadan,deposit,16,1,0,1,NORMAL
user_45,user_43,82615.01,2026-03-12 15:06:46.185426,Port Harcourt,withdrawal,15,4,2,1,NORMAL
user_33,user_60,14453.38,2026-03-19 01:54:46.185426,Port Harcourt,transfer,1,4,1,1,NORMAL
user_37,user_61,192928.39,2026-01-30 06:07:46.185426,Kano,transfer,6,2,1,1,NORMAL
user_31,user_14,1404583.02,2026-02-08 21:12:46.185426,Port Harcourt,deposit,21,4,0,-1,ANOMALY
user_35,user_32,153100.11,2026-01-24 13:24:46.185426,Ibadan,deposit,13,1,0,1,NORMAL
user_15,user_69,188008.45,2026-03-02 07:46:46.185426,Kano,transfer,7,2,1,1,NORMAL
user_8,user_42,29410.76,2026-03-18 07:25:46.185426,Kano,withdrawal,7,2,2,1,NORMAL
user_26,user_41,3881.27,2026-01-27 02:05:46.185426,Abuja,withdrawal,2,0,2,1,NORMAL
user_21,user_59,116128.1,2026-03-20 04:03:46.185426,Lagos,transfer,4,3,1,1,NORMAL
user_41,user_23,128019.62,2026-03-02 20:49:46.185426,Kano,withdrawal,20,2,2,1,NORMAL
user_18,user_10,148605.55,2026-01-25 03:38:46.185426,Abuja,deposit,3,0,0,1,NORMAL
user_18,user_22,64921.52,2026-02-14 22:41:46.185426,Abuja,deposit,22,0,0,1,NORMAL
user_29,user_65,104140.15,2026-01-25 16:24:46.185426,Abuja,deposit,16,0,0,1,NORMAL
user_26,user_38,1438801.5,2026-01-24 17:35:46.185426,Ibadan,deposit,17,1,0,1,NORMAL
user_44,user_52,1028530.31,2026-03-10 17:23:46.185426,Port Harcourt,transfer,17,4,1,1,NORMAL
user_17,user_62,198628.53,2026-03-15 19:58:46.185426,Kano,deposit,19,2,0,1,NORMAL
user_30,user_66,18671.19,2026-03-04 08:57:46.185426,Ibadan,withdrawal,8,1,2,1,NORMAL
user_36,user_26,139274.97,2026-03-14 07:04:46.185426,Port Harcourt,transfer,7,4,1,1,NORMAL
user_48,user_15,409155.84,2026-03-03 09:26:46.185426,Port Harcourt,deposit,9,4,0,1,NORMAL
user_40,user_34,27530.1,2026-03-22 10:00:46.185426,Ibadan,transfer,10,1,1,1,NORMAL
user_27,user_38,156647.23,2026-02-20 23:14:46.185426,Port Harcourt,withdrawal,23,4,2,1,NORMAL
user_44,user_32,189715.61,2026-02-14 12:12:46.185426,Lagos,deposit,12,3,0,1,NORMAL
user_13,user_46,124667.17,2026-03-19 11:25:46.185426,Kano,deposit,11,2,0,1,NORMAL
user_15,user_58,162278.56,2026-01-18 10:47:46.185426,Abuja,withdrawal,10,0,2,1,NORMAL
user_13,user_39,10949.95,2026-02-09 23:39:46.185426,Ibadan,withdrawal,23,1,2,1,NORMAL
user_8,user_20,46824.86,2026-01-22 23:10:46.185426,Kano,transfer,23,2,1,1,NORMAL
user_8,user_6,138982.38,2026-02-03 10:25:46.185426,Ibadan,deposit,10,1,0,1,NORMAL
user_2,user_22,32905.03,2026-01-21 15:34:46.185426,Kano,deposit,15,2,0,1,NORMAL
user_47,user_69,73040.54,2026-03-09 22:20:46.185426,Abuja,withdrawal,22,0,2,1,NORMAL
user_7,user_2,106160.94,2026-03-03 13:33:46.185426,Kano,deposit,13,2,0,1,NORMAL
user_1,user_15,86648.49,2026-03-02 06:51:46.185426,Lagos,withdrawal,6,3,2,1,NORMAL
user_33,user_35,150494.86,2026-03-07 05:29:46.185426,Port Harcourt,withdrawal,5,4,2,1,NORMAL
user_20,user_40,29716.12,2026-03-06 22:25:46.185426,Port Harcourt,withdrawal,22,4,2,1,NORMAL
user_41,user_54,131035.86,2026-01-30 07:14:46.185426,Lagos,withdrawal,7,3,2,1,NORMAL
user_0,user_0,10064.91,2026-03-21 09:23:46.185426,Port Harcourt,transfer,9,4,1,1,NORMAL
user_23,user_6,21496.72,2026-02-08 15:51:46.185426,Abuja,withdrawal,15,0,2,1,NORMAL
user_32,user_1,132052.21,2026-02-17 18:55:46.185426,Port Harcourt,transfer,18,4,1,1,NORMAL
user_33,user_39,1533.14,2026-02-25 20:49:46.185426,Abuja,transfer,20,0,1,1,NORMAL
user_14,user_17,176438.24,2026-01-26 02:11:46.185426,Kano,deposit,2,2,0,1,NORMAL
user_41,user_14,768103.08,2026-01-22 05:09:46.185426,Kano,withdrawal,5,2,2,1,NORMAL
user_27,user_7,95079.29,2026-02-27 07:47:46.185426,Port Harcourt,withdrawal,7,4,2,1,NORMAL
user_22,user_53,191373.03,2026-01-23 08:48:46.185426,Lagos,deposit,8,3,0,1,NORMAL
user_43,user_46,341681.24,2026-03-10 17:19:46.185426,Ibadan,transfer,17,1,1,1,NORMAL
user_12,user_70,193608.5,2026-03-17 01:54:46.185426,Kano,transfer,1,2,1,1,NORMAL
user_47,user_28,59024.91,2026-01-27 15:43:46.185426,Port Harcourt,withdrawal,15,4,2,1,NORMAL
user_6,user_70,107401.22,2026-03-22 17:17:46.185426,Lagos,deposit,17,3,0,1,NORMAL
user_25,user_6,96816.76,2026-02-16 15:47:46.185426,Kano,withdrawal,15,2,2,1,NORMAL
user_46,user_22,146776.63,2026-01-21 02:00:46.185426,Ibadan,deposit,2,1,0,1,NORMAL
user_17,user_37,153365.13,2026-03-21 09:02:46.185426,Ibadan,withdrawal,9,1,2,1,NORMAL
user_8,user_8,179269.71,2026-02-10 20:36:46.185426,Lagos,deposit,20,3,0,1,NORMAL
user_37,user_1,192515.76,2026-02-07 06:44:46.185426,Kano,transfer,6,2,1,1,NORMAL
user_37,user_64,535768.99,2026-01-24 09:03:46.185426,Lagos,deposit,9,3,0,1,NORMAL
user_36,user_61,77831.53,2026-01-26 13:26:46.185426,Ibadan,deposit,13,1,0,1,NORMAL
user_11,user_22,99830.72,2026-03-17 05:33:46.185426,Ibadan,deposit,5,1,0,1,NORMAL
user_30,user_35,110114.14,2026-03-24 13:21:46.185426,Port Harcourt,transfer,13,4,1,1,NORMAL
user_42,user_50,100550.13,2026-03-11 02:06:46.185426,Lagos,withdrawal,2,3,2,1,NORMAL
user_49,user_68,24909.59,2026-02-03 01:05:46.185426,Lagos,deposit,1,3,0,1,NORMAL
user_25,user_68,37911.58,2026-03-01 19:26:46.185426,Abuja,deposit,19,0,0,1,NORMAL
user_19,user_15,170047.14,2026-02-07 16:42:46.190386,Port Harcourt,deposit,16,4,0,1,NORMAL
user_5,user_46,166106.09,2026-03-17 04:56:46.190386,Port Harcourt,deposit,4,4,0,1,NORMAL
user_25,user_0,11879.24,2026-01-31 23:01:46.190386,Kano,transfer,23,2,1,1,NORMAL
user_0,user_56,56532.52,2026-02-16 13:35:46.190386,Ibadan,deposit,13,1,0,1,NORMAL
user_26,user_46,42349.34,2026-03-05 12:47:46.190386,Port Harcourt,transfer,12,4,1,1,NORMAL
user_33,user_34,1773905.6,2026-02-23 07:24:46.190386,Lagos,transfer,7,3,1,1,NORMAL
user_9,user_30,28410.34,2026-02-19 08:15:46.190386,Port Harcourt,deposit,8,4,0,1,NORMAL
user_4,user_2,3193.04,2026-01-22 19:38:46.190386,Ibadan,transfer,19,1,1,1,NORMAL
user_28,user_15,58737.52,2026-03-05 10:15:46.190386,Ibadan,withdrawal,10,1,2,1,NORMAL
user_23,user_8,26226.06,2026-03-08 16:38:46.190386,Kano,deposit,16,2,0,1,NORMAL
user_13,user_65,50439.36,2026-03-11 02:27:46.190386,Port Harcourt,deposit,2,4,0,1,NORMAL
user_39,user_67,78369.88,2026-02-05 03:04:46.190386,Kano,transfer,3,2,1,1,NORMAL
user_6,user_52,86867.2,2026-01-26 11:12:46.190386,Port Harcourt,withdrawal,11,4,2,1,NORMAL
user_31,user_57,77188.01,2026-02-01 20:12:46.190386,Ibadan,deposit,20,1,0,1,NORMAL
user_11,user_12,182885.58,2026-03-14 13:25:46.190386,Port Harcourt,transfer,13,4,1,1,NORMAL
user_19,user_19,197200.87,2026-03-22 07:46:46.190386,Abuja,transfer,7,0,1,1,NORMAL
user_6,user_23,107868.48,2026-03-03 06:09:46.190386,Lagos,withdrawal,6,3,2,1,NORMAL
user_43,user_13,95004.5,2026-02-21 19:13:46.190386,Ibadan,deposit,19,1,0,1,NORMAL
user_31,user_66,154267.53,2026-02-25 05:10:46.190386,Abuja,transfer,5,0,1,1,NORMAL
user_45,user_3,320981.29,2026-03-01 19:17:46.190386,Port Harcourt,deposit,19,4,0,1,NORMAL
user_29,user_51,17730.04,2026-03-21 13:36:46.190386,Ibadan,deposit,13,1,0,1,NORMAL
user_46,user_4,115987.09,2026-01-19 03:36:46.190386,Lagos,withdrawal,3,3,2,1,NORMAL
user_11,user_59,106910.14,2026-01-31 02:42:46.190386,Lagos,withdrawal,2,3,2,1,NORMAL
user_41,user_35,175912.58,2026-02-19 19:51:46.190386,Kano,deposit,19,2,0,1,NORMAL
user_18,user_36,158715.88,2026-03-08 12:16:46.190386,Port Harcourt,transfer,12,4,1,1,NORMAL
user_29,user_38,1359457.53,2026-02-17 01:13:46.190386,Port Harcourt,transfer,1,4,1,-1,ANOMALY
user_10,user_39,134248.89,2026-02-14 05:13:46.190386,Kano,transfer,5,2,1,1,NORMAL
user_26,user_56,116442.34,2026-02-26 16:34:46.190386,Lagos,deposit,16,3,0,1,NORMAL
user_19,user_48,184617.25,2026-02-10 19:45:46.190386,Abuja,withdrawal,19,0,2,1,NORMAL
user_0,user_30,142292.13,2026-03-21 01:40:46.190386,Port Harcourt,transfer,1,4,1,1,NORMAL
user_41,user_43,154817.74,2026-02-28 18:18:46.190386,Abuja,transfer,18,0,1,1,NORMAL
user_22,user_69,143309.39,2026-02-23 01:30:46.190386,Ibadan,deposit,1,1,0,1,NORMAL
user_47,user_55,56383.34,2026-03-21 05:41:46.190386,Port Harcourt,withdrawal,5,4,2,1,NORMAL
user_35,user_4,15729.17,2026-02-22 04:13:46.190386,Kano,transfer,4,2,1,1,NORMAL
user_1,user_39,3002.3,2026-03-11 18:31:46.190386,Ibadan,withdrawal,18,1,2,1,NORMAL
user_2,user_50,179791.08,2026-02-08 07:52:46.190386,Abuja,withdrawal,7,0,2,1,NORMAL
user_23,user_56,88095.24,2026-03-20 15:36:46.190386,Kano,withdrawal,15,2,2,1,NORMAL
user_18,user_10,135764.57,2026-02-27 20:38:46.190386,Lagos,withdrawal,20,3,2,1,NORMAL
user_20,user_43,38471.53,2026-03-20 19:28:46.190386,Port Harcourt,deposit,19,4,0,1,NORMAL
user_12,user_56,138432.05,2026-02-11 22:56:46.190386,Port Harcourt,deposit,22,4,0,1,NORMAL
user_11,user_51,56195.99,2026-02-06 02:03:46.195384,Ibadan,transfer,2,1,1,1,NORMAL
user_38,user_57,54218.32,2026-03-05 01:05:46.195384,Ibadan,withdrawal,1,1,2,1,NORMAL
user_45,user_45,300195.59,2026-02-08 07:22:46.195384,Port Harcourt,transfer,7,4,1,1,NORMAL
user_46,user_48,119778.43,2026-02-15 04:23:46.195384,Abuja,transfer,4,0,1,1,NORMAL
user_22,user_38,154900.7,2026-02-04 00:44:46.195384,Ibadan,deposit,0,1,0,1,NORMAL
user_47,user_47,199621.98,2026-03-05 07:18:46.195384,Abuja,transfer,7,0,1,1,NORMAL
user_1,user_6,47890.79,2026-02-01 08:47:46.195384,Port Harcourt,deposit,8,4,0,1,NORMAL
user_21,user_55,1408925.99,2026-02-26 09:55:46.195384,Kano,deposit,9,2,0,1,NORMAL
user_13,user_44,6584.87,2026-01-31 07:00:46.195384,Lagos,deposit,7,3,0,1,NORMAL
user_6,user_38,138220.49,2026-02-21 04:48:46.195384,Lagos,withdrawal,4,3,2,1,NORMAL
user_46,user_53,36120.53,2026-03-23 18:53:46.195384,Kano,deposit,18,2,0,1,NORMAL
user_37,user_59,1549670.39,2026-03-15 06:58:46.195384,Port Harcourt,withdrawal,6,4,2,-1,ANOMALY
user_42,user_48,100983.94,2026-02-20 02:15:46.195384,Port Harcourt,withdrawal,2,4,2,1,NORMAL
user_21,user_4,60798.33,2026-02-04 04:34:46.195384,Kano,deposit,4,2,0,1,NORMAL
user_0,user_32,166694.26,2026-02-03 23:32:46.195384,Kano,transfer,23,2,1,1,NORMAL
user_2,user_36,78252.39,2026-02-28 15:08:46.195384,Ibadan,withdrawal,15,1,2,1,NORMAL
user_26,user_62,69189.83,2026-01-22 12:25:46.195384,Abuja,withdrawal,12,0,2,1,NORMAL
user_35,user_8,1191012.39,2026-02-10 17:24:46.195384,Lagos,deposit,17,3,0,1,NORMAL
user_49,user_59,36117.87,2026-03-13 14:03:46.195384,Kano,withdrawal,14,2,2,1,NORMAL
user_25,user_67,625025.8,2026-02-13 13:00:46.195384,Ibadan,deposit,13,1,0,1,NORMAL
user_21,user_38,47418.0,2026-03-07 16:24:46.195384,Kano,transfer,16,2,1,1,NORMAL
user_29,user_20,113349.84,2026-01-24 07:21:46.195384,Abuja,transfer,7,0,1,1,NORMAL
user_39,user_10,1647863.08,2026-03-26 01:20:46.195384,Lagos,deposit,1,3,0,-1,ANOMALY
user_7,user_3,188763.9,2026-02-05 10:11:46.195384,Kano,withdrawal,10,2,2,1,NORMAL
user_45,user_33,65909.87,2026-03-11 21:24:46.195384,Kano,transfer,21,2,1,1,NORMAL
user_44,user_22,94420.44,2026-02-19 20:36:46.195384,Lagos,transfer,20,3,1,1,NORMAL
user_42,user_53,1563451.59,2026-02-01 22:35:46.195384,Port Harcourt,withdrawal,22,4,2,-1,ANOMALY
user_21,user_42,165123.83,2026-02-02 19:34:46.195384,Ibadan,withdrawal,19,1,2,1,NORMAL
user_31,user_68,59348.38,2026-01-31 11:43:46.195384,Ibadan,deposit,11,1,0,1,NORMAL
user_24,user_32,71817.56,2026-03-06 14:47:46.195384,Port Harcourt,transfer,14,4,1,1,NORMAL
user_20,user_21,25384.33,2026-01-23 15:38:46.195384,Lagos,transfer,15,3,1,1,NORMAL
user_21,user_37,131468.03,2026-03-01 18:08:46.195384,Port Harcourt,transfer,18,4,1,1,NORMAL
user_1,user_12,173829.02,2026-03-19 20:46:46.195384,Port Harcourt,transfer,20,4,1,1,NORMAL
user_8,user_59,15632.41,2026-02-09 18:18:46.195384,Lagos,withdrawal,18,3,2,1,NORMAL
user_6,user_68,58041.08,2026-01-26 18:05:46.195384,Port Harcourt,deposit,18,4,0,1,NORMAL
user_21,user_55,153134.93,2026-02-14 06:11:46.195384,Kano,withdrawal,6,2,2,1,NORMAL
user_2,user_51,172947.2,2026-03-07 03:14:46.195384,Kano,deposit,3,2,0,1,NORMAL
user_28,user_52,684469.08,2026-01-24 05:07:46.195384,Lagos,transfer,5,3,1,1,NORMAL
user_29,user_62,1112819.95,2026-01-26 07:57:46.195384,Port Harcourt,transfer,7,4,1,1,NORMAL
user_18,user_14,52074.6,2026-02-10 22:44:46.195384,Abuja,deposit,22,0,0,1,NORMAL
user_6,user_50,152112.35,2026-02-23 18:12:46.195384,Abuja,transfer,18,0,1,1,NORMAL
user_37,user_10,199968.88,2026-02-10 16:55:46.195384,Abuja,deposit,16,0,0,1,NORMAL
user_11,user_45,155446.38,2026-01-31 23:27:46.195384,Port Harcourt,withdrawal,23,4,2,1,NORMAL
user_48,user_13,50069.1,2026-01-25 23:59:46.195384,Ibadan,transfer,23,1,1,1,NORMAL
user_40,user_65,77679.95,2026-02-18 19:48:46.195384,Port Harcourt,transfer,19,4,1,1,NORMAL
user_30,user_1,133797.12,2026-01-17 09:41:46.195384,Abuja,deposit,9,0,0,1,NORMAL
